bedrooms,daysOnZillow,hdpUrl,homeStatus,lastSoldPrice,listingAddress/full,listingAddress/street,listingPrice/amount,livingArea,price,propertyUrl,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
3,33,/homedetails/61-Whitetail-Dr-Ward-AR-72176/338206844_zpid/,FOR_RENT,212000,"61 Whitetail Dr, Ward, AR 72176",61 Whitetail Dr,1445,1473,1445,https://www.zillow.com/homedetails/61-Whitetail-Dr-Ward-AR-72176/338206844_zpid/,2026-07-14T00:00:00.000Z,Listed for rent,2024-06-04T00:00:00.000Z,Listing removed,2024-05-28T00:00:00.000Z,Listed for rent,2023-04-22T00:00:00.000Z,Listing removed,2023-04-12T00:00:00.000Z,Listed for rent,2023-03-09T00:00:00.000Z,Sold,2023-02-13T00:00:00.000Z,Contingent,2023-02-10T00:00:00.000Z,Listed for sale,2020-09-02T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,/homedetails/3-Shamsie-Dr-Ward-AR-72176/99427930_zpid/,FOR_RENT,80051,"3 Shamsie Dr, Ward, AR 72176",3 Shamsie Dr,1200,1246,1200,https://www.zillow.com/homedetails/3-Shamsie-Dr-Ward-AR-72176/99427930_zpid/,2026-08-10T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2020-01-11T00:00:00.000Z,Listing removed,2019-12-24T00:00:00.000Z,Listed for rent,2014-12-01T00:00:00.000Z,Listing removed,2014-11-14T00:00:00.000Z,Listed for rent,2014-11-05T00:00:00.000Z,Sold,2014-09-20T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,/homedetails/14-Saunder-Dr-N-Austin-AR-72007/347067074_zpid/,FOR_RENT,198000,"14 Saunder Dr N, Austin, AR 72007",14 Saunder Dr N,1550,1392,1550,https://www.zillow.com/homedetails/14-Saunder-Dr-N-Austin-AR-72007/347067074_zpid/,2026-07-29T00:00:00.000Z,Listed for rent,2023-03-16T00:00:00.000Z,Sold,2023-02-13T00:00:00.000Z,Contingent,2023-01-20T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,/homedetails/18-Marian-Cv-Cabot-AR-72023/256302_zpid/,FOR_RENT,146000,"18 Marian Cv, Cabot, AR 72023",18 Marian Cv,1400,1400,1400,https://www.zillow.com/homedetails/18-Marian-Cv-Cabot-AR-72023/256302_zpid/,2026-08-02T00:00:00.000Z,Listed for rent,2025-04-21T00:00:00.000Z,Listing removed,2025-04-02T00:00:00.000Z,Listed for rent,2020-09-10T00:00:00.000Z,Listing removed,2020-09-01T00:00:00.000Z,Listed for rent,2014-03-14T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,/homedetails/11-Rockwood-Rd-Cabot-AR-72023/255523_zpid/,FOR_RENT,215000,"11 Rockwood Rd, Cabot, AR 72023",11 Rockwood Rd,1600,1461,1600,https://www.zillow.com/homedetails/11-Rockwood-Rd-Cabot-AR-72023/255523_zpid/,2026-08-08T00:00:00.000Z,Price change,2026-08-05T00:00:00.000Z,Listed for rent,2026-07-20T00:00:00.000Z,Sold,2026-07-17T00:00:00.000Z,Contingent,2026-06-25T00:00:00.000Z,Listed for sale,2016-03-02T00:00:00.000Z,Sold,2016-01-08T00:00:00.000Z,Listed for sale,2015-12-22T00:00:00.000Z,Pending sale,2015-10-19T00:00:00.000Z,Price change,2015-09-18T00:00:00.000Z,Price change,2015-08-14T00:00:00.000Z,Listed for sale,2015-06-02T00:00:00.000Z,Sold,2015-05-07T00:00:00.000Z,Pending sale,2015-01-14T00:00:00.000Z,Price change,2014-10-03T00:00:00.000Z,Listed for sale,2013-11-15T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,
3,23,/homedetails/36-Parkview-Dr-Cabot-AR-72023/255635_zpid/,FOR_RENT,105000,"36 Parkview Dr, Cabot, AR 72023",36 Parkview Dr,1195,1137,1195,https://www.zillow.com/homedetails/36-Parkview-Dr-Cabot-AR-72023/255635_zpid/,2026-07-24T00:00:00.000Z,Listed for rent,2024-01-09T00:00:00.000Z,Listing removed,2023-12-28T00:00:00.000Z,Listed for rent,2022-10-11T00:00:00.000Z,Listing removed,2022-10-03T00:00:00.000Z,Listed for rent,2022-02-08T00:00:00.000Z,Listing removed,2022-01-25T00:00:00.000Z,Price change,2022-01-04T00:00:00.000Z,Listed for rent,2020-03-10T00:00:00.000Z,Listing removed,2020-02-11T00:00:00.000Z,Price change,2020-02-01T00:00:00.000Z,Listed for rent,2019-11-18T00:00:00.000Z,Sold,2019-10-04T00:00:00.000Z,Listed for sale,2018-11-01T00:00:00.000Z,Listing removed,2018-08-29T00:00:00.000Z,Listed for sale,2017-03-23T00:00:00.000Z,Sold,2016-12-12T00:00:00.000Z,Listed for sale,2016-10-13T00:00:00.000Z,Sold,2016-09-07T00:00:00.000Z,Listed for sale,2015-03-26T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,
3,68,/homedetails/17-Farrah-St-Ward-AR-72176/52495486_zpid/,FOR_RENT,,"17 Farrah St, Ward, AR 72176",17 Farrah St,1250,1563,1250,https://www.zillow.com/homedetails/17-Farrah-St-Ward-AR-72176/52495486_zpid/,2026-06-09T00:00:00.000Z,Listed for rent,2025-05-24T00:00:00.000Z,Listing removed,2025-05-06T00:00:00.000Z,Price change,2025-04-20T00:00:00.000Z,Listed for rent,2017-02-23T00:00:00.000Z,Listing removed,2017-02-17T00:00:00.000Z,Listed for rent,2014-02-28T00:00:00.000Z,Listing removed,2014-02-05T00:00:00.000Z,Price change,2014-01-29T00:00:00.000Z,Price change,2013-12-14T00:00:00.000Z,Price change,2013-11-30T00:00:00.000Z,Listed for sale,2013-10-25T00:00:00.000Z,Listing removed,2013-09-19T00:00:00.000Z,Price change,2013-09-18T00:00:00.000Z,Price change,2013-06-29T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,
3,39,/homedetails/74-Earnhardt-Cir-Cabot-AR-72023/114172966_zpid/,FOR_RENT,173941,"74 Earnhardt Cir, Cabot, AR 72023",74 Earnhardt Cir,1900,1910,1900,https://www.zillow.com/homedetails/74-Earnhardt-Cir-Cabot-AR-72023/114172966_zpid/,2026-07-08T00:00:00.000Z,Listed for rent,2025-08-22T00:00:00.000Z,Listing removed,2025-08-20T00:00:00.000Z,Listing removed,2025-07-28T00:00:00.000Z,Listed for rent,2025-07-21T00:00:00.000Z,Listed for sale,2020-08-18T00:00:00.000Z,Listing removed,2020-08-07T00:00:00.000Z,Price change,2020-06-09T00:00:00.000Z,Listed for sale,2020-02-07T00:00:00.000Z,Listing removed,2020-01-31T00:00:00.000Z,Listed for rent,2020-01-31T00:00:00.000Z,Listing removed,2019-08-01T00:00:00.000Z,Listed for sale,2015-10-09T00:00:00.000Z,Listing removed,2015-09-09T00:00:00.000Z,Listed for rent,2013-07-26T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,/homedetails/87-Sycamore-Cir-Cabot-AR-72023/256430_zpid/,FOR_RENT,151500,"87 Sycamore Cir, Cabot, AR 72023",87 Sycamore Cir,1450,1252,1450,https://www.zillow.com/homedetails/87-Sycamore-Cir-Cabot-AR-72023/256430_zpid/,2026-08-14T00:00:00.000Z,Listed for rent,2026-07-17T00:00:00.000Z,Sold,2026-06-05T00:00:00.000Z,Listed for sale,2026-05-27T00:00:00.000Z,Listing removed,2026-05-15T00:00:00.000Z,Listed for rent,2020-06-03T00:00:00.000Z,Sold,2020-02-28T00:00:00.000Z,Sold,2013-03-25T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,/homedetails/17-Tahoe-Ct-Cabot-AR-72023/99406119_zpid/,FOR_RENT,240000,"17 Tahoe Ct, Cabot, AR 72023",17 Tahoe Ct,1650,,1650,https://www.zillow.com/homedetails/17-Tahoe-Ct-Cabot-AR-72023/99406119_zpid/,2026-08-03T00:00:00.000Z,Listed for rent,2024-12-16T00:00:00.000Z,Sold,2024-11-21T00:00:00.000Z,Contingent,2024-11-14T00:00:00.000Z,Price change,2024-11-04T00:00:00.000Z,Price change,2024-10-10T00:00:00.000Z,Price change,2024-10-03T00:00:00.000Z,Price change,2024-09-26T00:00:00.000Z,Price change,2024-09-19T00:00:00.000Z,Price change,2024-09-13T00:00:00.000Z,Listing removed,2024-09-10T00:00:00.000Z,Price change,2024-08-28T00:00:00.000Z,Listed for sale,2024-07-24T00:00:00.000Z,Listed for rent,2024-07-24T00:00:00.000Z,Listing removed,2024-07-15T00:00:00.000Z,Price change,2024-07-08T00:00:00.000Z,Listed for sale,2023-09-25T00:00:00.000Z,Sold,2023-05-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,
3,50,/homedetails/142-Weathering-Dr-Austin-AR-72007/99433960_zpid/,FOR_RENT,140000,"142 Weathering Dr, Austin, AR 72007",142 Weathering Dr,1350,1212,1350,https://www.zillow.com/homedetails/142-Weathering-Dr-Austin-AR-72007/99433960_zpid/,2026-07-20T00:00:00.000Z,Price change,2026-06-27T00:00:00.000Z,Listed for rent,2023-12-14T00:00:00.000Z,Listing removed,2023-11-29T00:00:00.000Z,Listed for rent,2021-10-21T00:00:00.000Z,Sold,2021-09-19T00:00:00.000Z,Contingent,2021-09-17T00:00:00.000Z,Listed for sale,2014-08-25T00:00:00.000Z,Sold,2014-06-22T00:00:00.000Z,Listed for sale,2013-09-05T00:00:00.000Z,Listing removed,2013-08-17T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,26,/homedetails/28-Burns-Dr-Cabot-AR-72023/255699_zpid/,FOR_RENT,146000,"28 Burns Dr, Cabot, AR 72023",28 Burns Dr,1400,1288,1400,https://www.zillow.com/homedetails/28-Burns-Dr-Cabot-AR-72023/255699_zpid/,2026-07-21T00:00:00.000Z,Listed for rent,2025-08-07T00:00:00.000Z,Listing removed,2025-07-14T00:00:00.000Z,Price change,2025-07-03T00:00:00.000Z,Listed for rent,2022-06-28T00:00:00.000Z,Sold,2014-11-26T00:00:00.000Z,Sold,2012-06-24T00:00:00.000Z,Listing removed,2012-06-08T00:00:00.000Z,Listed for rent,2011-04-29T00:00:00.000Z,Listing removed,2011-01-27T00:00:00.000Z,Listed for sale,2010-06-04T00:00:00.000Z,Sold,2010-04-29T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,37,/homedetails/209-N-Madison-St-Cabot-AR-72023/439267452_zpid/,FOR_RENT,,"209 N Madison St, Cabot, AR 72023",209 N Madison St,1895,1524,1895,https://www.zillow.com/homedetails/209-N-Madison-St-Cabot-AR-72023/439267452_zpid/,2026-07-10T00:00:00.000Z,Listed for rent,2025-06-24T00:00:00.000Z,Listing removed,2025-06-19T00:00:00.000Z,Listed for rent,2025-06-19T00:00:00.000Z,Listing removed,2025-04-10T00:00:00.000Z,Price change,2025-03-05T00:00:00.000Z,Listed for rent,2025-03-05T00:00:00.000Z,Listing removed,2025-03-04T00:00:00.000Z,Listed for rent,2025-03-03T00:00:00.000Z,Listing removed,2025-02-28T00:00:00.000Z,Listed for rent,2024-12-28T00:00:00.000Z,Listing removed,2024-12-04T00:00:00.000Z,Price change,2024-09-23T00:00:00.000Z,Listing removed,2024-09-21T00:00:00.000Z,Price change,2024-09-17T00:00:00.000Z,Price change,2024-09-11T00:00:00.000Z,Listed for rent,2024-08-21T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,
3,52,/homedetails/34-Shamsie-Dr-Ward-AR-72176/99420023_zpid/,FOR_RENT,150000,"34 Shamsie Dr, Ward, AR 72176",34 Shamsie Dr,1350,1264,1350,https://www.zillow.com/homedetails/34-Shamsie-Dr-Ward-AR-72176/99420023_zpid/,2026-06-25T00:00:00.000Z,Listed for rent,2024-10-09T00:00:00.000Z,Listing removed,2024-09-24T00:00:00.000Z,Listed for rent,2021-12-10T00:00:00.000Z,Sold,2021-11-11T00:00:00.000Z,Listed for sale,2020-06-30T00:00:00.000Z,Sold,2020-05-01T00:00:00.000Z,Listed for sale,2016-02-29T00:00:00.000Z,Sold,2016-01-18T00:00:00.000Z,Pending sale,2015-12-22T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,/homedetails/203-Logan-Dr-Maumelle-AR-72113/2057186362_zpid/,FOR_RENT,,"203 Logan Dr, Maumelle, AR 72113",203 Logan Dr,1835,1472,1835,https://www.zillow.com/homedetails/203-Logan-Dr-Maumelle-AR-72113/2057186362_zpid/,2026-08-05T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Listed for rent,2024-08-27T00:00:00.000Z,Listing removed,2024-08-01T00:00:00.000Z,Listed for rent,2023-06-19T00:00:00.000Z,Listing removed,2023-06-10T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,/homedetails/106-Jo-Park-Ln-Maumelle-AR-72113/2056841941_zpid/,FOR_RENT,,"106 Jo Park Ln, Maumelle, AR 72113",106 Jo Park Ln,2000,1640,2000,https://www.zillow.com/homedetails/106-Jo-Park-Ln-Maumelle-AR-72113/2056841941_zpid/,2026-08-06T00:00:00.000Z,Listed for rent,2023-10-04T00:00:00.000Z,Listing removed,2023-10-03T00:00:00.000Z,Listed for rent,2023-10-03T00:00:00.000Z,Listing removed,2023-06-29T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,/homedetails/42-Winners-Cir-Cabot-AR-72023/72176611_zpid/,FOR_RENT,196500,"42 Winners Cir, Cabot, AR 72023",42 Winners Cir,1850,1521,1850,https://www.zillow.com/homedetails/42-Winners-Cir-Cabot-AR-72023/72176611_zpid/,2026-08-07T00:00:00.000Z,Listed for rent,2025-10-07T00:00:00.000Z,Listing removed,2025-09-15T00:00:00.000Z,Listed for rent,2025-07-09T00:00:00.000Z,Sold,2025-04-28T00:00:00.000Z,Price change,2025-04-14T00:00:00.000Z,Price change,2025-04-03T00:00:00.000Z,Price change,2025-03-27T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30,/homedetails/205-Logan-Dr-Maumelle-AR-72113/2057186361_zpid/,FOR_RENT,,"205 Logan Dr, Maumelle, AR 72113",205 Logan Dr,1835,1472,1835,https://www.zillow.com/homedetails/205-Logan-Dr-Maumelle-AR-72113/2057186361_zpid/,2026-08-05T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Listed for rent,2025-09-04T00:00:00.000Z,Listing removed,2025-09-03T00:00:00.000Z,Listed for rent,2025-09-03T00:00:00.000Z,Listing removed,2025-08-29T00:00:00.000Z,Price change,2025-07-15T00:00:00.000Z,Listed for rent,2023-09-10T00:00:00.000Z,Listing removed,2023-09-09T00:00:00.000Z,Listed for rent,2023-09-08T00:00:00.000Z,Listing removed,2023-06-10T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,44,/homedetails/61-Pin-Oak-Loop-Maumelle-AR-72113/326810_zpid/,FOR_RENT,175000,"61 Pin Oak Loop, Maumelle, AR 72113",61 Pin Oak Loop,1495,1173,1495,https://www.zillow.com/homedetails/61-Pin-Oak-Loop-Maumelle-AR-72113/326810_zpid/,2026-08-14T00:00:00.000Z,Price change,2026-08-12T00:00:00.000Z,Price change,2026-07-03T00:00:00.000Z,Listed for rent,2024-04-25T00:00:00.000Z,Listing removed,2024-04-09T00:00:00.000Z,Listed for rent,2023-02-09T00:00:00.000Z,Listing removed,2022-12-28T00:00:00.000Z,Price change,2022-10-26T00:00:00.000Z,Listed for rent,2022-09-30T00:00:00.000Z,Sold,2022-08-28T00:00:00.000Z,Contingent,2022-08-26T00:00:00.000Z,Listed for sale,2018-04-24T00:00:00.000Z,Sold,2018-03-07T00:00:00.000Z,Price change,2018-02-07T00:00:00.000Z,Listed for sale,2017-06-08T00:00:00.000Z,Listing removed,2017-05-10T00:00:00.000Z,Listed for sale,2014-05-05T00:00:00.000Z,Sold,2011-07-04T00:00:00.000Z,Listing removed,2011-06-09T00:00:00.000Z,Listed for sale,2006-08-02T00:00:00.000Z,Sold,2003-05-01T00:00:00.000Z,Sold,2000-09-22T00:00:00.000Z,Sold,,,,,,,,,,,,
3,40,/homedetails/117-Logan-Dr-Maumelle-AR-72113/2057186355_zpid/,FOR_RENT,,"117 Logan Dr, Maumelle, AR 72113",117 Logan Dr,1835,1472,1835,https://www.zillow.com/homedetails/117-Logan-Dr-Maumelle-AR-72113/2057186355_zpid/,2026-07-07T00:00:00.000Z,Listed for rent,2023-07-30T00:00:00.000Z,Listing removed,2023-07-29T00:00:00.000Z,Listed for rent,2023-07-29T00:00:00.000Z,Listing removed,2023-06-10T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,47,/homedetails/7-Southland-Dr-Maumelle-AR-72113/2109744736_zpid/,FOR_RENT,,"7 Southland Dr, Maumelle, AR 72113",7 Southland Dr,850,925,850,https://www.zillow.com/homedetails/7-Southland-Dr-Maumelle-AR-72113/2109744736_zpid/,2026-06-30T00:00:00.000Z,Listed for rent,2018-07-15T00:00:00.000Z,Listing removed,2018-06-28T00:00:00.000Z,Listed for rent,2016-06-28T00:00:00.000Z,Listing removed,2014-12-12T00:00:00.000Z,Listing removed,2014-07-29T00:00:00.000Z,Listed for rent,2013-12-30T00:00:00.000Z,Listing removed,2013-11-27T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,46,/homedetails/10413-Cypress-Knee-Dr-Maumelle-AR-72113/2060938533_zpid/,FOR_RENT,,"10413 Cypress Knee Dr, Maumelle, AR 72113",10413 Cypress Knee Dr,1800,1480,1800,https://www.zillow.com/homedetails/10413-Cypress-Knee-Dr-Maumelle-AR-72113/2060938533_zpid/,2026-07-01T00:00:00.000Z,Listed for rent,2025-04-22T00:00:00.000Z,Listing removed,2025-04-04T00:00:00.000Z,Listed for rent,2022-11-13T00:00:00.000Z,Listing removed,2022-10-25T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,23,/homedetails/127-Chambery-Dr-Maumelle-AR-72113/122006196_zpid/,FOR_RENT,,"127 Chambery Dr, Maumelle, AR 72113",127 Chambery Dr,2400,1651,2400,https://www.zillow.com/homedetails/127-Chambery-Dr-Maumelle-AR-72113/122006196_zpid/,2026-07-24T00:00:00.000Z,Listed for rent,2019-06-07T00:00:00.000Z,Listing removed,2019-03-21T00:00:00.000Z,Price change,2019-02-14T00:00:00.000Z,Listed for rent,2017-11-15T00:00:00.000Z,Listing removed,2017-08-30T00:00:00.000Z,Price change,2017-08-08T00:00:00.000Z,Price change,2017-04-27T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,/homedetails/80-Garden-Oaks-Dr-Maumelle-AR-72113/326252_zpid/,FOR_RENT,139900,"80 Garden Oaks Dr, Maumelle, AR 72113",80 Garden Oaks Dr,1650,1300,1650,https://www.zillow.com/homedetails/80-Garden-Oaks-Dr-Maumelle-AR-72113/326252_zpid/,2026-07-14T00:00:00.000Z,Listed for rent,2025-02-18T00:00:00.000Z,Listing removed,2025-01-20T00:00:00.000Z,Listed for rent,2024-02-15T00:00:00.000Z,Listing removed,2024-01-18T00:00:00.000Z,Listed for rent,2021-02-23T00:00:00.000Z,Listing removed,2020-06-27T00:00:00.000Z,Listing removed,2020-06-21T00:00:00.000Z,Listed for rent,2014-10-28T00:00:00.000Z,Listing removed,2014-10-17T00:00:00.000Z,Sold,2014-07-14T00:00:00.000Z,Sold,2014-06-05T00:00:00.000Z,Price change,2014-04-25T00:00:00.000Z,Listed for sale,2014-01-29T00:00:00.000Z,Sold,2013-07-19T00:00:00.000Z,Sold,1997-10-13T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,
3,135,/homedetails/44-Kirkland-Dr-Cabot-AR-72023/52495420_zpid/,FOR_RENT,,"44 Kirkland Dr, Cabot, AR 72023",44 Kirkland Dr,1900,2077,1900,https://www.zillow.com/homedetails/44-Kirkland-Dr-Cabot-AR-72023/52495420_zpid/,2026-04-03T00:00:00.000Z,Listed for rent,2026-04-03T00:00:00.000Z,Listing removed,2026-02-11T00:00:00.000Z,Listed for rent,2025-09-22T00:00:00.000Z,Listing removed,2025-08-19T00:00:00.000Z,Listing removed,2025-08-17T00:00:00.000Z,Listed for rent,2025-01-03T00:00:00.000Z,Price change,2024-11-04T00:00:00.000Z,Price change,2024-10-10T00:00:00.000Z,Price change,2024-09-24T00:00:00.000Z,Listed for sale,2015-02-21T00:00:00.000Z,Listing removed,2015-01-28T00:00:00.000Z,Price change,2014-11-18T00:00:00.000Z,Price change,2014-08-30T00:00:00.000Z,Listed for rent,2013-05-18T00:00:00.000Z,Listing removed,2013-04-17T00:00:00.000Z,Listed for rent,2012-10-25T00:00:00.000Z,Listing removed,2012-09-25T00:00:00.000Z,Listed for rent,2012-07-12T00:00:00.000Z,Listing removed,2012-06-12T00:00:00.000Z,Price change,2012-05-25T00:00:00.000Z,Listed for rent,2011-08-23T00:00:00.000Z,Listing removed,2010-10-08T00:00:00.000Z,Listed for sale,,,,,,,,,,
3,19,/homedetails/13-Holly-Brook-Cv-Maumelle-AR-72113/35734402_zpid/,FOR_RENT,112749,"13 Holly Brook Cv, Maumelle, AR 72113",13 Holly Brook Cv,1700,1272,1700,https://www.zillow.com/homedetails/13-Holly-Brook-Cv-Maumelle-AR-72113/35734402_zpid/,2026-07-28T00:00:00.000Z,Listed for rent,2007-02-28T00:00:00.000Z,Sold,2002-10-07T00:00:00.000Z,Sold,2000-05-31T00:00:00.000Z,Sold,1997-06-09T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17,/homedetails/15-Iris-Cv-Maumelle-AR-72113/327989_zpid/,FOR_RENT,380000,"15 Iris Cv, Maumelle, AR 72113",15 Iris Cv,3000,2320,3000,https://www.zillow.com/homedetails/15-Iris-Cv-Maumelle-AR-72113/327989_zpid/,2026-07-30T00:00:00.000Z,Listed for rent,2026-07-24T00:00:00.000Z,Sold,2026-05-22T00:00:00.000Z,Listed for sale,2019-02-06T00:00:00.000Z,Sold,2019-01-22T00:00:00.000Z,Pending sale,2018-12-01T00:00:00.000Z,Price change,2018-10-03T00:00:00.000Z,Price change,2018-06-15T00:00:00.000Z,Listed for sale,2015-06-26T00:00:00.000Z,Sold,2002-05-24T00:00:00.000Z,Sold,2001-04-05T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,38,/homedetails/509-E-Elm-St-Cabot-AR-72023/257181_zpid/,FOR_RENT,185000,"509 E Elm St, Cabot, AR 72023",509 E Elm St,1495,1056,1495,https://www.zillow.com/homedetails/509-E-Elm-St-Cabot-AR-72023/257181_zpid/,2026-07-23T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Listed for rent,2026-07-09T00:00:00.000Z,Listing removed,2026-05-02T00:00:00.000Z,Listed for rent,2026-04-16T00:00:00.000Z,Listing removed,2026-02-18T00:00:00.000Z,Price change,2026-02-04T00:00:00.000Z,Listed for rent,2023-04-10T00:00:00.000Z,Sold,2023-01-19T00:00:00.000Z,Listing removed,2023-01-18T00:00:00.000Z,Listed for rent,2023-01-06T00:00:00.000Z,Listing removed,2022-10-26T00:00:00.000Z,Listed for sale,2021-05-28T00:00:00.000Z,Sold,2015-07-27T00:00:00.000Z,Sold,2012-10-07T00:00:00.000Z,Listing removed,2012-09-20T00:00:00.000Z,Price change,2012-06-20T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,
3,27,/homedetails/81-Oak-Forest-Loop-Maumelle-AR-72113/326542_zpid/,FOR_RENT,145000,"81 Oak Forest Loop, Maumelle, AR 72113",81 Oak Forest Loop,1700,1300,1700,https://www.zillow.com/homedetails/81-Oak-Forest-Loop-Maumelle-AR-72113/326542_zpid/,2026-07-20T00:00:00.000Z,Listed for rent,2021-01-15T00:00:00.000Z,Sold,2012-10-11T00:00:00.000Z,Sold,1997-04-16T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,/homedetails/5-Stoneledge-Dr-Maumelle-AR-72113/326005_zpid/,FOR_RENT,240000,"5 Stoneledge Dr, Maumelle, AR 72113",5 Stoneledge Dr,1850,1755,1850,https://www.zillow.com/homedetails/5-Stoneledge-Dr-Maumelle-AR-72113/326005_zpid/,2026-08-14T00:00:00.000Z,Listed for rent,2025-04-10T00:00:00.000Z,Listing removed,2025-03-28T00:00:00.000Z,Listed for rent,2025-02-06T00:00:00.000Z,Sold,2024-11-23T00:00:00.000Z,Listing removed,2024-07-30T00:00:00.000Z,Listed for rent,2015-02-24T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,/homedetails/16-Mustang-Dr-Cabot-AR-72023/63160974_zpid/,FOR_RENT,2988,"16 Mustang Dr, Cabot, AR 72023",16 Mustang Dr,1450,1494,1450,https://www.zillow.com/homedetails/16-Mustang-Dr-Cabot-AR-72023/63160974_zpid/,2026-08-07T00:00:00.000Z,Listed for rent,2020-02-08T00:00:00.000Z,Listing removed,2020-01-25T00:00:00.000Z,Listed for rent,2018-12-12T00:00:00.000Z,Listing removed,2018-11-14T00:00:00.000Z,Listed for rent,2012-08-23T00:00:00.000Z,Sold,2004-02-25T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
